City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
302,paharpur,32.1038,70.9724,36.66,23,0,2.7,PK,1694625021
303,dili,-8.5586,125.5736,24.55,69,8,2.37,TL,1694624955
304,korla,41.7597,86.1469,21.99,40,57,9.54,CN,1694625021
305,lebu,-37.6167,-73.65,11.61,83,100,6.88,CL,1694625021
306,tazacorte,28.629,-17.9293,26.54,65,20,5.14,ES,1694625022
307,grand falls-windsor,48.9332,-55.6649,14.82,92,100,1.43,CA,1694625022
308,usogorsk,63.4106,48.6872,13.24,78,83,3.63,RU,1694625022
309,ambalangoda,6.2355,80.0538,25.94,86,95,2.99,LK,1694625022
310,williamsburg,37.2707,-76.7075,28.23,77,9,0.89,US,1694624727
311,sandnessjoen,66.0217,12.6316,9.06,76,40,3.09,NO,1694625023
312,dakhla,23.6848,-15.958,21.92,81,9,9.08,EH,1694625023
313,nadi,-17.8,177.4167,22.0,88,20,1.03,FJ,1694625023
314,nurabad,34.0734,47.9725,23.04,23,25,1.92,IR,1694625023
315,ancud,-41.8697,-73.8203,9.06,89,100,8.57,CL,1694625024
316,yuryuzan',54.8633,58.4219,14.0,73,98,0.89,RU,1694625024
317,cidade velha,14.9167,-23.6167,28.81,73,63,3.97,CV,1694625024
318,mcpherson,38.3708,-97.6642,25.54,43,99,5.51,US,1694625024
319,charters towers,-20.1,146.2667,12.59,82,23,2.59,AU,1694625025
320,lerwick,60.1545,-1.1494,11.0,56,82,3.76,GB,1694625025
321,altai,46.3722,96.2583,10.46,53,100,2.8,MN,1694625025
322,san bernardo,-33.6,-70.7167,15.27,58,99,0.63,CL,1694625025
323,valparaiso,-33.0393,-71.6273,16.11,67,100,5.34,CL,1694624819
324,salalah,17.0151,54.0924,26.9,85,63,2.05,OM,1694625026
325,keelung,25.1283,121.7419,28.92,77,88,1.16,TW,1694625026
326,decize,46.8285,3.4619,23.82,80,99,0.87,FR,1694625026
327,havre,49.5833,0.3333,20.19,77,20,5.14,FR,1694625027
328,vila velha,-20.3297,-40.2925,28.97,73,20,7.2,BR,1694625027
329,narsipatnam,17.6667,82.6167,24.8,88,100,2.23,IN,1694625027
330,kitimat,54.0524,-128.6534,13.71,99,98,2.24,CA,1694625027
331,selfoss,63.9331,-20.9971,11.69,72,100,4.97,IS,1694625027
332,tamiahua,21.2667,-97.45,31.88,58,0,3.09,MX,1694625028
333,raja,8.4596,25.678,23.27,90,24,0.98,SS,1694625028
334,namtsy,62.7161,129.6658,4.04,91,86,2.16,RU,1694625028
335,cooper's town,26.8667,-77.5167,28.83,72,66,6.87,BS,1694625028
336,basavana bagevadi,16.5833,75.9667,24.57,72,100,7.51,IN,1694624850
337,huarmey,-10.0681,-78.1522,21.51,71,47,5.15,PE,1694625029
338,tanumah,27.1,44.1333,35.03,11,15,4.52,SA,1694625029
339,afif,23.9065,42.9172,32.82,12,83,2.4,SA,1694625030
340,kailua-kona,19.6406,-155.9956,26.44,72,0,2.68,US,1694625030
341,dudinka,69.4058,86.1778,11.46,90,100,8.37,RU,1694625030
342,jayapura,-2.5333,140.7,25.66,90,94,3.3,ID,1694625030
343,seven pagodas,12.6264,80.1722,27.25,81,100,6.88,IN,1694625031
344,banda aceh,5.5577,95.3222,27.29,85,100,3.41,ID,1694624740
345,beledweyne,4.7358,45.2036,31.38,42,88,9.94,SO,1694625031
346,cole harbour,44.6724,-63.4751,22.66,94,100,2.68,CA,1694625031
347,masterton,-40.9597,175.6575,8.82,90,12,3.03,NZ,1694625031
348,xilitla,21.3333,-98.9667,30.95,41,0,2.62,MX,1694625032
349,vallenar,-28.5708,-70.7581,21.99,9,89,3.02,CL,1694625032
350,berdigestyakh,62.0989,126.6992,6.17,91,100,2.67,RU,1694625032
351,manturovo,58.3353,44.7619,13.0,72,7,1.43,RU,1694625033
352,pariaman,-0.619,100.12,24.03,87,24,2.02,ID,1694625033
353,kalabo,-14.97,22.6814,28.6,22,9,2.91,ZM,1694625034
354,el nido,11.1858,119.3956,26.87,84,100,5.94,PH,1694625034
355,bamboo flat,11.7,92.7167,27.52,84,97,7.28,IN,1694625034
356,vorkuta,67.5,64.0,11.57,75,58,6.11,RU,1694625034
357,mankoeng,-23.9,29.8167,9.76,72,10,2.46,ZA,1694625035
358,bubaque,11.2833,-15.8333,28.4,79,97,5.83,GW,1694625035
359,sitka,57.0531,-135.33,11.94,82,100,2.06,US,1694625020
360,puerto armuelles,8.2833,-82.8667,31.99,72,29,0.45,PA,1694625036
361,sao tome,0.3365,6.7273,25.34,81,100,3.88,ST,1694625036
362,okhotsk,59.3833,143.3,6.39,88,81,2.96,RU,1694625036
363,quelimane,-17.8786,36.8883,22.06,81,36,2.43,MZ,1694625036
364,olovyannaya,50.95,115.5667,8.3,51,8,1.42,RU,1694625037
365,dartmouth,44.6713,-63.5772,22.69,94,100,2.68,CA,1694625037
366,batticaloa,7.7102,81.6924,27.73,73,100,0.7,LK,1694625037
367,eraan,9.0629,117.7016,25.16,82,98,1.08,PH,1694625037
368,itacoatiara,-3.1431,-58.4442,39.9,21,98,2.66,BR,1694625038
369,hilo,19.7297,-155.09,25.62,83,0,0.45,US,1694625014
370,kristiansund,63.1115,7.732,11.03,62,20,2.06,NO,1694625038
371,santa elena de uairen,4.6167,-61.1333,29.53,43,36,5.09,VE,1694625038
372,raduzhny,62.0961,77.475,12.81,57,59,1.12,RU,1694625039
373,zvishavane,-20.3267,30.0665,12.93,88,100,2.87,ZW,1694625039
374,hudson,40.7168,-74.0663,26.85,77,20,4.63,US,1694624746
375,zheleznodorozhnyy,55.7503,38.0042,16.72,53,39,1.58,RU,1694625039
376,jelenia gora,50.8997,15.729,20.82,93,82,2.67,PL,1694624764
377,buka,40.8108,69.1986,18.05,28,0,3.27,UZ,1694625040
378,santa rosalia,27.3167,-112.2833,33.32,35,0,1.36,MX,1694625040
379,santana do acarau,-3.4606,-40.2122,37.81,22,7,4.1,BR,1694625040
380,gazojak,41.1875,61.4036,22.12,30,0,5.94,TM,1694625040
381,cheremukhovo,60.3484,59.9851,10.98,77,9,1.61,RU,1694625041
382,mitu,1.1983,-70.1733,35.45,39,31,1.6,CO,1694625041
383,ndola,-12.9587,28.6366,22.52,46,3,5.68,ZM,1694625041
384,orchard homes,46.8633,-114.0484,15.08,67,100,0.0,US,1694624988
385,bhimunipatnam,17.8833,83.4333,26.73,84,100,3.1,IN,1694625042
386,sandown,50.6516,-1.161,20.35,76,57,2.71,GB,1694625042
387,barra de santo antonio,-9.4047,-35.5072,27.6,73,17,5.01,BR,1694624990
388,kalajoki,64.25,23.95,12.73,84,89,2.92,FI,1694625043
389,ubari,26.5921,12.7805,31.82,15,0,4.88,LY,1694625043
390,kayangel,8.0823,134.7173,28.01,76,74,4.76,PW,1694625043
391,den burg,53.0542,4.7972,17.78,61,20,3.09,NL,1694625043
392,bathsheba,13.2167,-59.5167,32.34,74,40,5.14,BB,1694625044
393,san luis de la loma,17.2706,-100.8939,31.44,66,10,2.88,MX,1694625044
394,petropavlovsk-kamchatsky,53.0452,158.6483,14.32,100,100,4.96,RU,1694625044
395,tobelo,1.7284,128.0095,25.61,85,98,2.73,ID,1694625044
396,belle fourche,44.6714,-103.8522,29.17,33,41,2.8,US,1694625044
397,crane,31.3974,-102.3501,23.56,67,99,4.09,US,1694625045
398,kuanda,56.3161,116.0806,8.64,65,99,0.33,RU,1694625045
399,ingeniero jacobacci,-41.3427,-69.5448,8.28,41,85,10.28,AR,1694625045
400,al bardiyah,31.7561,25.0865,25.33,63,0,4.69,LY,1694625045
401,hadibu,12.65,54.0333,26.82,78,34,7.24,YE,1694625046
402,castillos,-34.1667,-53.8333,12.01,71,100,5.98,UY,1694625046
403,lichtenburg,-26.152,26.1597,14.06,46,0,4.18,ZA,1694625046
404,taitung city,22.7583,121.1444,25.85,82,62,1.08,TW,1694625046
405,minna,9.6139,6.5569,27.05,78,49,0.74,NG,1694625047
406,missoula,47.0166,-113.8009,10.22,44,21,3.26,US,1694625002
407,bengkulu,-3.8004,102.2655,23.32,92,10,3.9,ID,1694625047
408,yelizovo,53.1873,158.3805,15.06,100,100,0.89,RU,1694625047
409,egersund,58.4513,5.9997,13.34,62,20,6.8,NO,1694625047
410,chonchi,-42.6128,-73.8092,9.51,97,100,3.88,CL,1694625048
411,nova vicosa,-17.8919,-39.3719,26.28,64,50,6.28,BR,1694625048
412,kalevala,65.2,31.1667,11.19,84,100,2.29,RU,1694625048
413,yamba,-5.9,22.3,23.26,86,95,4.17,CD,1694625048
414,manicore,-5.8092,-61.3003,41.14,18,15,2.23,BR,1694625049
415,santiago,-33.4569,-70.6483,15.71,59,75,2.06,CL,1694625049
416,tarko-sale,64.9225,77.785,15.0,44,11,4.47,RU,1694625049
417,bandon,51.7469,-8.7425,15.77,95,100,7.94,IE,1694625049
418,santona,43.4439,-3.4576,22.17,78,47,2.91,ES,1694625049
419,savelugu,9.6244,-0.8253,29.5,72,98,1.39,GH,1694625050
420,coquimbo,-29.9533,-71.3436,17.01,60,100,4.38,CL,1694625050
421,fort bragg,35.139,-79.006,30.46,61,40,3.09,US,1694624979
422,changji,44.0167,87.3167,17.44,72,0,2.0,CN,1694625039
423,darlowo,54.421,16.4107,16.9,89,92,8.82,PL,1694625050
424,itoman,26.1247,127.6694,28.21,83,10,4.63,JP,1694625051
425,sidi akkacha,36.4647,1.3026,25.37,72,98,6.35,DZ,1694625051
426,duba,27.3513,35.6901,30.38,57,0,3.0,SA,1694625051
427,wolfsburg,52.4333,10.8,15.61,97,90,3.0,DE,1694625051
428,bonny,4.4522,7.1681,26.06,83,99,5.09,NG,1694625051
429,ivdel',60.6911,60.4206,11.22,77,9,1.7,RU,1694625052
430,shenjiamen,29.9576,122.298,23.98,91,100,4.45,CN,1694625052
431,boa vista,2.8197,-60.6733,33.99,40,40,4.63,BR,1694625052
432,olivenza,38.6832,-7.103,32.48,21,15,3.89,ES,1694625052
433,jinghong,21.991,100.7341,21.58,99,100,0.86,CN,1694625053
434,coxen hole,16.3244,-86.5366,30.6,74,40,2.57,HN,1694625053
435,geraldton,-28.7667,114.6,15.23,77,100,5.66,AU,1694625053
436,makubetsu,45.3714,141.8211,17.12,86,100,1.34,JP,1694625053
437,watampone,-4.5386,120.3279,25.02,74,43,3.72,ID,1694625053
438,berezovyy,51.6667,135.7,5.93,79,2,2.45,RU,1694625054
439,hithadhoo,-0.6,73.0833,28.25,77,97,6.91,MV,1694625054
440,mbuji-mayi,-6.15,23.6,23.62,73,100,1.41,CD,1694625054
441,timbuktu,16.7735,-3.0074,35.74,28,50,6.51,ML,1694625054
442,pionerskiy,54.9508,20.2275,22.91,78,92,5.25,RU,1694625054
443,necochea,-38.5473,-58.7368,15.3,44,0,2.71,AR,1694625055
444,la passe,45.5549,-0.8967,25.13,65,5,5.48,FR,1694625055
445,katsuura,35.1333,140.3,25.53,91,10,1.74,JP,1694625055
446,dabakala,8.3667,-4.4333,28.15,79,93,1.28,CI,1694625055
447,moapa valley,36.5805,-114.4703,30.37,32,10,0.6,US,1694625056
448,yingchuan,34.1628,113.4639,19.93,79,9,1.96,CN,1694625056
449,chui,-33.6971,-53.4616,10.7,87,100,6.25,UY,1694625061
450,ribeira brava,32.65,-17.0667,26.51,73,83,0.66,PT,1694625061
451,biga,40.2281,27.2422,19.55,68,1,2.23,TR,1694625062
452,kourou,5.1552,-52.6478,33.03,50,8,5.69,GF,1694624864
453,vikulovo,56.8167,70.6107,10.71,79,2,2.77,RU,1694625062
454,gargalianoi,37.0667,21.6333,24.64,65,0,2.97,GR,1694625062
455,borgo val di taro,44.487,9.7658,23.94,80,44,2.64,IT,1694625063
456,vera cruz,-12.6333,-41.0333,28.08,44,86,2.75,BR,1694625063
457,dryden,49.7833,-92.7503,13.16,54,0,5.14,CA,1694625063
458,driyorejo,-7.3659,112.6219,26.92,78,20,2.57,ID,1694625063
459,ust-kamenogorsk,49.9789,82.6103,11.61,93,100,3.13,KZ,1694625064
460,lisakovsk,52.5369,62.4936,10.81,92,52,2.28,KZ,1694624905
461,fuerte olimpo,-21.0415,-57.8738,26.55,48,88,5.52,PY,1694625064
462,midvagur,62.0511,-7.1939,9.46,81,75,9.26,FO,1694625064
463,eyl,7.9803,49.8164,26.12,78,44,10.88,SO,1694625065
464,fortuna,40.5982,-124.1573,15.51,98,100,0.0,US,1694624948
465,uri,34.0833,74.0333,21.12,91,12,0.15,IN,1694625065
466,orange farm,-26.4833,27.8667,15.56,44,0,3.03,ZA,1694625065
467,arteche,12.2645,125.4048,24.77,90,97,1.97,PH,1694625066
468,parit raja,1.8681,103.1124,27.78,91,77,2.05,MY,1694625066
469,tindouf,27.6711,-8.1474,35.42,15,11,5.63,DZ,1694625066
470,torbat-e jam,35.244,60.6225,21.42,28,0,6.62,IR,1694624867
471,samsat,37.5819,38.4742,24.62,17,0,2.06,TR,1694625067
472,putla villa de guerrero,17.0333,-97.9333,29.22,60,90,1.61,MX,1694625067
473,laguna,38.421,-121.4238,27.97,61,0,1.54,US,1694625067
474,andovoranto,-18.95,49.1,21.38,85,47,1.02,MG,1694625067
475,agneaux,49.119,-1.1061,19.23,79,96,3.79,FR,1694625068
476,sakakah,29.9697,40.2064,32.0,22,0,4.51,SA,1694625068
477,mejit,10.2753,170.8646,28.32,76,40,6.5,MH,1694625068
478,lesozavodsk,45.4794,133.4244,10.95,80,100,0.7,RU,1694625068
479,muynoq,43.7683,59.0214,19.01,56,97,3.91,UZ,1694625069
480,sao felix do xingu,-6.6447,-51.995,39.98,17,12,2.77,BR,1694625069
481,sechura,-5.5569,-80.8222,26.65,51,9,5.72,PE,1694625069
482,yoichi,43.2039,140.7703,20.97,81,100,1.96,JP,1694625069
483,semibratovo,57.3046,39.5369,11.92,63,25,2.55,RU,1694625070
484,palma sola,-23.9634,-64.2987,21.0,17,0,2.88,AR,1694625070
485,alofi,-19.0595,-169.9187,24.31,70,77,7.8,NU,1694625070
486,tolanaro,-25.0319,46.9987,20.49,86,93,7.53,MG,1694625070
487,san clemente,33.427,-117.612,24.59,82,51,1.79,US,1694624996
488,adrar,20.5022,-10.0711,40.25,15,25,5.41,MR,1694625071
489,karyes,37.3,22.5,20.11,47,0,0.7,GR,1694625071
490,taro,-8.3862,115.28,22.0,95,76,1.22,ID,1694625072
491,kingscliff,-28.2667,153.5667,14.87,88,32,2.57,AU,1694625072
492,val-d'or,48.1002,-77.7828,13.05,94,100,2.57,CA,1694625072
493,rengasdengklok,-6.1592,107.2981,25.68,74,2,2.62,ID,1694625072
494,kachug,53.9606,105.8817,8.18,69,100,1.57,RU,1694625073
495,urangan,-25.3,152.9,17.64,74,74,3.43,AU,1694625073
496,mount isa,-20.7333,139.5,17.87,32,37,3.09,AU,1694625073
497,ciro marina,39.3732,17.126,25.63,66,73,4.72,IT,1694625073
498,mount gambier,-37.8333,140.7667,13.73,65,100,3.55,AU,1694625074
499,selkirk,50.1436,-96.8845,20.05,57,30,3.58,CA,1694625074
500,bayanhongor,46.7167,100.1167,8.77,83,100,0.53,MN,1694625074
501,hampton bays,40.869,-72.5176,26.11,80,20,3.6,US,1694625074
502,rio grande,-32.035,-52.0986,13.06,92,100,10.04,BR,1694625075
503,talara,-4.5772,-81.2719,27.42,57,0,8.55,PE,1694625075
504,tuy hoa,13.0833,109.3,27.44,69,94,7.52,VN,1694625075
505,rongelap,11.1635,166.8941,28.09,78,79,6.08,MH,1694625076
506,kerema,-7.9631,145.7785,24.25,88,97,5.29,PG,1694625076
507,mata-utu,-13.2816,-176.1745,27.27,80,11,7.93,WF,1694625076
508,nuuk,64.1835,-51.7216,8.34,66,75,20.06,GL,1694625076
509,gaspe,48.8334,-64.4819,17.12,100,100,4.63,CA,1694625077
510,hami,42.8,93.45,23.24,30,100,3.51,CN,1694625077
511,zahedan,29.4963,60.8629,25.29,19,0,1.46,IR,1694625077
512,parabel',58.6978,81.4825,9.4,87,5,1.86,RU,1694625077
513,concordia,-31.393,-58.0209,14.32,62,91,8.05,AR,1694625077
514,haiku-pauwela,20.9219,-156.3051,26.13,78,20,2.06,US,1694625078
515,saint-jean-de-monts,46.7833,-2.0667,19.35,68,0,4.37,FR,1694625078
516,howard springs,-12.497,131.047,24.95,79,91,4.9,AU,1694625078
517,freeport,40.6576,-73.5832,27.32,75,100,6.17,US,1694625078
518,menongue,-14.6585,17.691,25.86,15,31,2.05,AO,1694625079
519,arar,30.9753,41.0381,31.49,20,0,6.39,SA,1694625079
520,gordonvale,-17.0936,145.7842,19.88,88,100,3.46,AU,1694625079
521,isangel,-19.55,169.2667,21.3,78,100,7.48,VU,1694625079
522,buncrana,55.1333,-7.45,13.87,94,100,8.89,IE,1694625080
523,bouza,14.4229,6.0428,35.05,34,97,2.93,NE,1694625080
524,podporozh'ye,60.9112,34.1706,17.99,67,77,3.48,RU,1694625080
525,galle,6.0367,80.217,25.86,87,94,3.45,LK,1694625080
526,golere,16.2557,-14.1017,38.61,31,8,4.97,SN,1694625080
527,kalaleh,37.3807,55.4916,22.26,62,0,1.07,IR,1694625081
528,thames,-37.1333,175.5333,11.69,66,81,4.04,NZ,1694625081
529,leshan,29.5623,103.7639,21.72,84,11,0.86,CN,1694625081
530,maintirano,-18.0667,44.0167,25.15,80,11,6.65,MG,1694625082
531,kasongo-lunda,-6.4667,16.8167,29.59,45,74,1.53,CD,1694625082
532,kirensk,57.7853,108.1119,6.7,96,95,1.26,RU,1694625082
533,kembe,4.6228,21.8865,21.55,98,98,1.14,CF,1694625082
534,fukuecho,32.6881,128.8419,26.56,87,94,6.54,JP,1694625083
535,colonia menno,-22.3667,-59.8167,16.77,65,100,7.01,PY,1694625083
536,antsiranana,-12.2787,49.2917,23.28,74,3,6.81,MG,1694625083
537,alaghsas,17.0187,8.0168,37.96,17,88,1.24,NE,1694625084
538,jacmel,18.2342,-72.5347,31.91,64,19,3.31,HT,1694625084
539,novyy urgal,51.0736,132.5642,4.07,85,3,1.35,RU,1694625084
540,shalqar,47.8333,59.6,16.57,52,22,2.25,KZ,1694625084
541,glace bay,46.1969,-59.957,22.16,95,100,4.63,CA,1694625084
542,beppu,33.2736,131.4919,25.83,95,88,1.41,JP,1694625085
543,chipinge,-20.1883,32.6236,13.09,92,100,0.88,ZW,1694625085
544,maloye ganyushkino,46.6,49.2667,18.41,70,78,4.51,KZ,1694625085
545,bechar,31.6167,-2.2167,27.59,36,100,3.85,DZ,1694625085
546,tianshui,34.5439,105.6897,14.75,81,38,2.54,CN,1694625086
547,armacao de buzios,-22.7469,-41.8817,27.03,68,0,11.37,BR,1694625086
548,barabai,-2.5833,115.3833,22.79,67,63,0.63,ID,1694625086
549,loikaw,19.6742,97.2094,20.4,97,100,1.1,MM,1694625086
550,ust'-ilimsk,58.0006,102.6619,7.35,93,79,1.02,RU,1694625087
551,dalandzadgad,43.5708,104.425,21.0,22,100,5.7,MN,1694624902
552,soio,-6.1349,12.3689,23.63,78,49,3.38,AO,1694625087
553,lethem,3.3803,-59.7968,35.43,37,67,0.64,GY,1694625087
554,howrah,22.5892,88.3103,28.0,83,75,3.09,IN,1694625088
555,poyarkovo,49.6,128.6833,9.34,87,94,1.87,RU,1694625088
556,prince george,53.9166,-122.753,13.47,62,65,0.89,CA,1694624833
557,shilka,51.85,116.0333,7.55,56,2,1.83,RU,1694625088
558,nabire,-3.3667,135.4833,24.07,94,78,1.66,ID,1694625088
559,linxia chengguanzhen,35.6003,103.2064,14.96,54,5,1.56,CN,1694625089
560,kuala terengganu,5.3302,103.1408,26.38,86,6,3.03,MY,1694625089
561,cumana,10.4635,-64.1775,30.9,61,32,4.27,VE,1694624523
562,nagqu,31.5,92.0,1.26,73,51,1.31,CN,1694625089
563,mordovo,52.0834,40.77,14.47,55,97,2.64,RU,1694625090
564,lata,40.1629,-8.3327,29.95,47,66,3.52,PT,1694625090
565,villa emilio carranza,19.9667,-96.6,30.15,63,3,2.14,MX,1694625090
566,newman,37.3138,-121.0208,25.69,39,0,1.79,US,1694625090
567,mil'kovo,55.6078,37.7956,16.7,54,14,1.9,RU,1694625091
568,port hedland,-20.3167,118.5667,21.03,94,0,3.09,AU,1694625091
569,sao jose de piranhas,-7.1206,-38.5019,35.95,20,6,3.52,BR,1694625091
570,augustow,53.8432,22.9798,22.13,48,47,2.13,PL,1694625091
571,ta`u,-14.2336,-169.5144,26.53,81,25,6.79,AS,1694625091
572,suva,-18.1416,178.4415,23.71,94,75,2.06,FJ,1694625092
573,isabela,6.7085,121.9711,25.86,82,100,1.79,PH,1694625092
574,barranca,-10.75,-77.7667,20.14,73,75,4.92,PE,1694625092
575,viedma,-40.8135,-62.9967,17.81,33,44,7.26,AR,1694625093
576,shache,38.4167,77.2406,25.4,16,0,2.62,CN,1694625093
577,whakatane,-37.9585,176.9854,5.28,99,19,2.83,NZ,1694625093
578,puerto ayacucho,5.6639,-67.6236,33.43,51,86,0.43,VE,1694625093
579,serang,-6.1149,106.1502,24.29,80,5,1.15,ID,1694625093
580,pemangkat,1.1667,108.9667,25.88,84,99,2.38,ID,1694625094
581,sept-iles,50.2001,-66.3821,15.29,94,100,6.69,CA,1694625094
582,cartagena,10.3997,-75.5144,31.79,74,40,3.6,CO,1694625000
583,boguchar,49.9358,40.545,15.29,49,85,1.78,RU,1694625094
584,nsanje,-16.92,35.262,23.01,72,98,3.8,MW,1694624902
585,colac,-38.3333,143.5833,16.16,66,100,0.85,AU,1694625095
586,accra,5.556,-0.1969,25.01,87,100,5.92,GH,1694624954
587,kataba,13.9833,44.3833,21.26,65,59,0.53,YE,1694625095
588,bentota,6.4254,79.9948,25.7,88,89,2.41,LK,1694625095
589,fale old settlement,-9.3852,-171.2468,27.84,78,8,6.53,TK,1694625096
590,vitoria da conquista,-14.8661,-40.8394,28.28,34,19,3.37,BR,1694624939
591,trail,49.0998,-117.7022,20.93,62,4,0.52,CA,1694625096
592,tanjung pandan,-2.75,107.65,24.46,87,6,3.08,ID,1694625096
593,amga,60.8953,131.9608,2.7,91,95,1.79,RU,1694625096
594,tvoroyri,61.5556,-6.8111,10.03,77,99,9.67,FO,1694625097
595,oban,56.4127,-5.4706,10.21,87,100,6.2,GB,1694625097
596,dejen,10.1667,38.1333,12.78,82,52,2.73,ET,1694625097
597,afaahiti,-17.75,-149.2833,22.93,75,99,10.95,PF,1694625097
598,miyako,39.6367,141.9525,21.68,93,40,1.92,JP,1694625098
599,paysandu,-32.3214,-58.0756,16.45,41,90,5.95,UY,1694624861
600,urcos,-13.6861,-71.6228,18.94,32,100,2.67,PE,1694625098
601,sausset-les-pins,43.3314,5.1043,26.9,54,0,5.14,FR,1694625098
602,kanash,55.5086,47.4956,12.3,73,40,1.25,RU,1694625099
603,kathmandu,27.7167,85.3167,23.12,94,75,2.06,NP,1694624642
604,dunedin,-45.8742,170.5036,8.45,66,100,3.6,NZ,1694624888
